Column1	Column2
I didn't understand the question.	En ymm„rt„nyt sit„ kysymyst„.
I do not believe that God exists.	En usko, ett„ Jumala on olemassa.
I don't eat green peppers at all.	En sy” ollenkaan paprikaa.
I don't expect anything from you.	En odota sinulta mit„„n.
I don't feel like doing it today.	Minusta ei tunnu sopivalta tehd„ sit„ t„n„„n.
I don't have anything to declare.	Minulla ei ole mit„„n tullattavaa.
I don't have the right equipment.	Minulla ei ole oikeita varusteita.
I don't have the right equipment.	Minulla ei ole oikeita v„lineit„.
I don't have to apologize to Tom.	Minun ei tarvitse pyyt„„ anteeksi Tomilta.
I don't know and neither does he.	En tied„ eik„ h„nk„„n.
I don't know how long it'll last.	En tied„ kuinka pitk„„n se kest„„.
I don't know how to buy a ticket.	En tied„ miten lippu ostetaan.
I don't know if it's true or not.	En tied„, onko se totta vai ei.
I don't know what day he'll come.	En tied„ min„ p„iv„n„ h„n tulee.
I don't know who you want to see.	En tied„ kenet haluat n„hd„.
I don't like the taste of onions.	En pid„ sipulin mausta.
I don't like to be away too long.	En halua olla poissa liian pitk„„n.
I don't like your friends at all.	En tykk„„ kavereistasi ollenkaan.
I don't need to see the basement.	Minun ei tarvitse n„hd„ kellarikerrosta.
I don't remember Tom's last name.	En muista Tomin sukunime„.
I don't see how that can be true.	En ymm„rr„ miten se voi olla totta.
I don't see what the big deal is.	En n„e miss„ se iso juttu on.
I don't think I have enough time.	Minulla ei taida olla tarpeeksi aikaa.
I don't think I have enough time.	Luulen ettei aikani riit„.
I don't think about it that much.	En ajattele sit„ niin kovin paljon.
I don't think anything is broken.	En usko ett„ mik„„n on rikki.
I don't think it'll stop raining.	En usko ett„ sada lakkaa.
I don't think that's a good idea.	Minusta se ei ole hyv„ ajatus.
I don't think that's a good idea.	Minun mielest„ni se ei ole hyv„ ajatus.
I don't think we've actually met.	En usko, ett„ olemme tavanneet.
I don't understand French at all.	En ymm„rr„ ranskaa ollenkaan.
I don't understand French at all.	En ymm„rr„ ranskaa yht„„n.
I don't understand German at all.	En ymm„rr„ saksaa lainkaan.
I don't understand German at all.	En ymm„rr„ saksaa ollenkaan.
I don't understand German at all.	En ymm„rr„ saksaa sitten yht„„n.
I don't understand German at all.	En ymm„rr„ saksaa yht„„n.
I don't understand him sometimes.	Joskus en ymm„rr„ h„nt„.
I don't understand that question.	En ymm„rr„ tuota kysymyst„.
I don't understand that question.	Min„ en ymm„rr„ tuota kysymyst„.
I don't understand this sentence.	En ymm„rr„ t„t„ lausetta.
I don't understand your question.	En ymm„rr„ kysymyst„si.
I don't want to get into trouble.	En halua joutua vaikeuksiin.
I don't want to go to work today.	En halua menn„ t”ihin t„n„„n.
I don't want to hear any excuses.	En halua kuulla mit„„n tekosyit„.
I don't want to take any chances.	En halua j„tt„„ mit„„n sattuman varaan.
I dreamed that I was in a forest.	N„in unta, ett„ olin mets„ss„.
I encouraged Tom to learn French.	Kannustin Tomia opettelemaan ranskaa.
I forgot what I was going to say.	M„ unohdin, mit„ m„ olin sanomassa.
I forgot what I was going to say.	Min„ unohdin, mit„ min„ olin sanomassa.
I forgot where I put my umbrella.	Unohdin mihin laitoin sateenvarjoni.
I found the bed very comfortable.	Huomasin vuoteen hyvin mukavaksi.
I found this in your desk drawer.	L”ysin t„m„n p”yt„laatikostasi.
I gave Tom a key to my apartment.	Annoin Tomille avaimen asuntooni.
I gave Tom a key to my apartment.	Annoin Tomille asuntoni avaimet.
I gave Tom some milk and cookies.	Annoin Tomille maitoa ja keksej„.
I got a flat tire on my way home.	Renkaani puhkesi kotimatkalla.
I got a lot of mail this morning.	Sain t„n„ aamuna paljon postia.
I got a new stereo at that store.	Sain uudet stereot tuosta kaupasta.
I got up very early this morning.	T„n„ aamuna her„sin todella aikaisin.
I got up while it was still dark.	Nousin s„ngyst„, kun oli viel„ pime„„.
I had a nightmare about vampires.	N„in painajaista, jossa oli vampyyreit„.
I had a nightmare about vampires.	N„in painajaista vampyyreist„.
I had a strange dream last night.	N„in outoa unta viime y”n„.
I had no idea you were so stupid.	Minulla ei ollut aavistustakaan, ett„ olit niin tyhm„.
I had no idea you were so stupid.	Minulla ei ollut aavistustakaan, ett„ olitte niin tyhmi„.
I had no idea you were so stupid.	Minulla ei ollut aavistustakaan, ett„ sin„ olit niin tyhm„.
I had no idea you were so stupid.	Minulla ei ollut aavistustakaan, ett„ te olitte niin tyhmi„.
I had no idea you were so stupid.	Minulla ei ollut aavistustakaan siit„, ett„ olit niin tyhm„.
I had no idea you were so stupid.	Minulla ei ollut aavistustakaan siit„, ett„ olitte niin tyhmi„.
I had no idea you were so stupid.	Minulla ei ollut aavistustakaan siit„, ett„ sin„ olit niin tyhm„.
I had no idea you were so stupid.	Minulla ei ollut aavistustakaan siit„, ett„ te olitte niin tyhmi„.
I had to stand in line for hours.	Jouduin jonottamaan tuntikausia.
I had to work overtime yesterday.	Minun t„ytyi tehd„ ylit”it„ eilen.
I hadn't really thought about it.	En ollut juuri ajatellut asiaa.
I happen to know Tom rather well.	Satun tuntemaan Tomin melko hyvin.
I have a craving for fresh fruit.	Minulla on himo tuoreisiin hedelmiin.
I have a little money this month.	Minulla on v„h„n rahaa t„ss„ kuussa.
I have an urgent message for you.	Minulla on sinulle kiireellinen viesti.
I have butterflies in my stomach.	Minulla on perhosia vatsassa.
I have mixed feelings about this.	Minulla on ristiriitaisia tunteita t„t„ kohtaan.
I have no idea how this happened.	Minulla ei ole aavistustakaan miten t„m„ tapahtui.
I have no idea who Tom's wife is.	Minulla ei ole mit„„n k„sityst„ siit„ kuka Tomin vaimo on.
I have no objection to your plan.	Minulla ei ole mit„„n suunnitelmaanne vastaan.
I have no objection to your plan.	En vastusta suunnitelmaanne.
I have no time to do my homework.	Minulla ei ole aikaa tehd„ l„ksyj„ni.
I have some pictures to show you.	Minulla on joitain kuvia n„ytett„v„n„ sinulle.
I have to be careful from now on.	Minun pit„„ olla varovaisempi jatkossa.
I have two brothers and a sister.	Minulla on kaksi velje„ ja yksi sisko.
I haven't always lived like this.	En ole aina el„nyt n„in.
I haven't always lived like this.	Min„ en ole aina el„nyt t„ll„ tavalla.
I haven't got rid of my cold yet.	En ole viel„ p„„ssyt flunssasta.
I haven't played tennis in years.	Pelasin tennist„ viimeksi vuosia sitten.
I haven't played tennis in years.	Min„ pelasin tennist„ viimeksi vuosia sitten.
I haven't read any of his novels.	En ole lukenut yht„k„„n h„nen romaaneistaan.
I hear that his father is abroad.	Kuulemma h„nen is„ns„ on ulkomailla.
I hear you have a new girlfriend.	Kuulin, ett„ sinulla on uusi tytt”yst„v„.
I heard you were getting married.	Kuulin, ett„ olisit menossa naimisiin.
I heard you were getting married.	Kuulin, ett„ olisitte menossa naimisiin.
I heard you're looking for a job.	Kuulin, ett„ etsit t”it„.
I hope I'm not bothering anybody.	Toivottavasti en h„iritse ket„„n.
I hope Tom won't be disappointed.	Toivon, ett„ Tom ei pety.
I hope it does not rain tomorrow.	Toivottavasti huomenna ei sada.
I hope it does not rain tomorrow.	Eip„ huomenna sataisi.
I hope this isn't a huge mistake.	Toivon, ett„ t„m„ ei ole suuri virhe.
I hope this isn't a huge mistake.	M„ toivon, et t„„ ei oo suuri moka.
I hope this seat is not occupied.	Toivon, ett„ t„m„ istuin ei ole varattu.
I hope you won't be disappointed.	Toivon, ettet pety.
I injured myself during PE class.	Loukkaannuin liikuntatunnilla.
I just don't want to hurt anyone.	En kyll„k„„n halua loukata ket„„n.
I just want to go home and sleep.	Haluan vain menn„ kotiin nukkumaan.
I just wanted to hear your voice.	Halusin vain kuulla „„nesi.
I just wanted to see if you knew.	Halusin vain n„hd„ tiesitk”.
I just woke up a few minutes ago.	Her„sin juuri muutama minuuttia sitten.
I knew Tom spoke a little French.	Min„ tiesin, ett„ Tom puhuisi v„h„n ranskaa.
I know exactly what Tom is up to.	Tied„n tasan tarkkaan mit„ Tom aikoo.
I know how much Tom meant to you.	Tied„n miten paljon Tom merkitsi sinulle.
I know how persuasive Tom can be.	Tied„n miten suostuttelevainen Tom voi olla.
I know how persuasive Tom can be.	Tied„n kuinka vakuuttava Tom osaa olla.
I know that you have a boyfriend.	Tied„n ett„ sinulla on poikayst„v„.
I know that you know that I know.	Tied„n, ett„ tied„t, ett„ tied„n.
I know this is difficult for you.	Tied„n, ett„ t„m„ on vaikeaa sinulle.
I like my coffee dark and strong.	Pid„n kahvistani mustana ja vahvana.
I like summer better than winter.	Min„ pid„n enemm„n kes„st„ kuin talvesta.
I like summer better than winter.	Min„ tykk„„n enemm„n kes„st„ kuin talvesta.
I like to go out with my buddies.	Tykk„„n k„yd„ mun kavereitten kanssa ulkona.
I like to take a shower at night.	Tykk„„n k„yd„ suihkussa illalla.
I like watching movies in French.	Tykk„„n katsoa elokuvia ranskaksi.
I like watching movies in French.	Pid„n elokuvien katsomisesta ranskaksi.
I like winter better than summer.	Pid„n talvesta enemm„n kuin kes„st„.
I live next door to the toy shop.	Asun lelukaupan naapurissa.
I lived with Tom for three years.	Asuin Tomin kanssa yhdess„ kolme vuotta.
I lived with Tom for three years.	Min„ asuin Tomin kanssa kolmen vuoden ajan.
I lost ten kilos in three months.	Laihduin kymmenen kiloa kolmessa kuukaudessa.
I love movies with happy endings.	Rakastan elokuvia, joissa on onnellinen loppu.
I love the fact that you love me.	Rakastan sit„, ett„ rakastat minua.
I make a lot of stupid decisions.	Teen paljon tyhmi„ ratkaisuja.
I must buy a new suit for my son.	Minun t„ytyy ostaa uusi puku pojalleni.
I need some sugar to make a cake.	Tarvitsen v„h„n sokeria kakun tekoon.
I need to find out what happened.	Minun t„ytyy selvitt„„ mit„ tapahtui.
I need to know how this happened.	Minun t„ytyy tiet„„ kuinka t„m„ tapahtui.
I no longer want to visit Boston.	En tahdo en„„ k„yd„ Bostonissa.
I often forget to brush my teeth.	Unohdan usein hampaiden pesun.
I often go fishing in that river.	Menen usein kalaan sille joelle.
I often go swimming in the river.	Menen usein joelle uimaan.
I only have fifty meters of rope.	Minulla on vain viisikymment„ metri„ k”ytt„.
I paid five dollars for the book.	Maksoin kirjasta viisi dollaria.
I plan to tell Tom what happened.	Olen suunnittellut kertovani Tomille, mit„ tapahtui.
I pretended that I didn't see it.	Teeskentelin, etten n„hnyt sit„.
I pricked my thumb with a needle.	Pistin peukolooni neulalla.
I promise I'll never do it again.	Lupaan, ett„ en en„„ ikin„ tee niin uudestaan.
I promise you I'll keep you safe.	Lupaan sinulle pit„v„ni sinut turvassa.
I put those photos on my webpage.	Laitoin ne kuvat verkkosivuilleni.
I read the whole book in one day.	Luin koko kirjan yhdess„ p„iv„ss„.
I realize it's probably too late.	Ymm„rr„n ett„ se on todenn„k”isesti liian my”h„ist„.
I really don't understand French.	En oikeasti ymm„rr„ ranskaa.
I received your letter yesterday.	Sain kirjeesi eilen.
I returned the book to its shelf.	Palautin kirjan takaisin hyllylleen.
I saw a man's face in the window.	N„in miehen kasvot ikkunassa.
I should've asked Tom for advice.	Minun olisi pit„nyt pyyt„„ Tomilta neuvoa.
I should've asked Tom for advice.	Minun olisi pit„nyt kysy„ Tomilta neuvoa.
I solved the problem in this way.	Ratkaisin ongelman t„ll„ tapaa.
I speak French every day at work.	Puhun ranskaa joka p„iv„ t”iss„.
I speak French with Tom and Mary.	Min„ puhun ranskaa Tomin ja Marin kanssa.
I spent a lot of money yesterday.	K„ytin todella paljon rahaa eilen.
I spoke with the minister myself.	Puhuin itse ministerin kanssa.
I spoke with the minister myself.	Puhuin itse papin kanssa.
I spoke with the minister myself.	Min„ puhuin itse ministerin kanssa.
I spoke with the minister myself.	Min„ puhuin itse papin kanssa.
I stepped aside so he could pass.	Astuin syrj„„n, jotta h„n p„„si ohi.
I still have a lot of work to do.	Minulla on viel„ paljon t”it„ teht„v„n„.
I still have a lot of work to do.	Minulla on viel„ paljon t”it„ tekem„tt„.
I swept the floor in the kitchen.	Pyyhin keitti”n lattian.
I take a break every three hours.	Pid„n tauon kolmen tunnin v„lein.
I take a break every three hours.	Pid„n tauon joka kolmas tunti.
I taught French for thirty years.	Opetin ranskaa kolmekymment„ vuotta.
I teach French to young children.	Opetan ranskaa nuorille lapsille.
I think Boston is very beautiful.	Minusta Boston on todella kaunis.
I think Boston is very beautiful.	Minun mielest„ni Boston on todella kaunis.
I think I'm not assertive enough.	Luulen, ett„ en ole tarpeeksi m„„r„tietoinen.
I think I'm not assertive enough.	Luulen, ett„ en ole tarpeeksi vakuuttava.
I think Tom is in love with Mary.	Luulen, ett„ Tom on rakastunut Mariin.
I think Tom is telling the truth.	Luulen, ett„ Tom puhuu totta.
I think Tom really does love you.	Luulen, ett„ Tom oikeasti rakastaa sinua.
I think everything is functional.	Mielest„ni kaikki toimii hyvin.
I think that Tom is too trusting.	Olen sit„ mielt„, ett„ Tom on liian luottavainen.
I think that he wants to succeed.	Uskon, ett„ h„n haluaa onnistua.
I think they did that on purpose.	Luulen, ett„ he tekiv„t sen tahallaan.
I think this is a very good plan.	Minusta se on todella hyv„ suunnitelma.
I think this is a very good plan.	Minun mielest„ni se on todella hyv„ sunnitelma.
I think you might need some help.	Minusta sin„ saatat tarvita v„h„n apua.
I think you resemble your mother.	Mielest„ni muistutat „iti„si.
I think you should get a haircut.	Minusta sinun pit„isi menn„ parturiin.
I think you should tell Tom that.	Minusta sinun pit„isi sanoa se Tomille.
I think you'll be a great father.	Minusta sinusta tulee hyv„ is„.
I think you're going to like Tom.	M„ veikkaan, et s„ tuut pit„m„„n Tomista.
I think you're going to like Tom.	Arvelen, ett„ sin„ tulet pit„m„„n Tomista.
I thought I told you not to come.	Luulin ett„ kehotin sinua olemaan tulematta.
I thought I told you not to come.	Luulin, ett„ kielsin sinua tulemasta.
I thought I was your best friend.	Luulin, ett„ olen paras yst„v„si.
I thought Tom was a veterinarian.	Luulin ett„ Tomi on el„inl„„k„ri.
I thought that I could trust Tom.	Luulin, ett„ voisin luottaa Tomiin.
I thought that Tom wasn't asleep.	Luulin, ett„ Tom ei ollut unessa.
I thought that wasn't a big deal.	Luulin, ettei se olisi juttu eik„ mik„„n.
I thought that wasn't a big deal.	Luulin, ettei se olisi mik„„n suuren numeron aihe.
I thought that you were sleeping.	Luulin ett„ olit nukkumassa.
I thought that you were sleeping.	Luulin ett„ nukuit.
I thought the show was excellent.	Ajattelin ett„ n„yt”s oli erinomainen.
I thought they offered you a job.	Ajattelin ett„ he tarjosivat sinulle ty”t„.
I thought this wasn't a big deal.	Luulin, ettei t„m„ olisi juttu eik„ mik„„n.
I thought this wasn't a big deal.	Luulin, ettei t„m„ olisi mik„„n suuren numeron aihe.
I thought you could speak French.	Luulin, ett„ osaisit puhua ranskaa.
I thought you could speak French.	Ajattelin, ett„ osaisit puhua ranskaa.
I thought you might be mad at me.	Ajattelit ett„ olet ehk„ vihainen minulle.
I thought you wanted to meet Tom.	Luulin, ett„ haluaisit tavata Tomin.
I told you not to go by yourself.	Kielsin sinua menem„st„ yksin„si.
I took Tom's umbrella by mistake.	Otin vahingossa Tomin sateenvarjon.
I tried not to look disappointed.	Yritin olla n„ytt„m„tt„ pettyneelt„.
I understand more than you think.	Min„ ymm„rr„n enemm„n kuin luulet.
I used to go to church on Sunday.	K„vin aikaisemmin kirkossa sunnuntaina.
I used to go to church on Sunday.	Minulla oli tapana k„yd„ kirkossa sunnuntaisin.
I waited for Tom for a long time.	Odotin Tomia pitk„n aikaa.
I want to become a good listener.	Haluan tulla hyv„ksi kuuntelijaksi.
I want to go to America some day.	Haluan k„yd„ joskus Amerikassa.
I want to leave as soon as I can.	Haluan l„hte„ niin pian kuin voin.
I want to make a good impression.	Haluan tehd„ hyv„n vaikutuksen.
I want to make a good impression.	M„ haluun teh„ hyv„n vaikutuksen.
I want to meet your older sister.	Haluan tavata isosiskosi.
I want to open my own restaurant.	Haluan avata oman ravintolan.
I want to talk to Tom about Mary.	Haluan puhua Tomille Marista.
I want to tell you what happened.	Haluan kertoa sinulle, mit„ tapahtui.
I want you to be my friend again.	Haluan sinun taas olevan yst„v„ni.
I was hoping that you might know.	Toivoin, ett„ sin„ saattaisit tiet„„.
I was just trying to protect you.	Yritin vain suojella sinua.
I was sad, but Tom cheered me up.	Olin surullinen, mutta Tomi piristi minua.
I was very much annoyed with him.	H„n „rsytti minua.
I wasn't brave enough to do that.	En ollut tarpeeksi rohkea tehd„kseni niin.
I wasn't present at that meeting.	En ollut kokouksessa.
I wasn't present at that meeting.	En ollut l„sn„ kokouksessa.
I wasn't yet asleep at that time.	En ollut viel„ nukkumassa siihen aikaan.
I went to the hospital yesterday.	Menin eilen sairaalaan.
I will ask him about it tomorrow.	Kysyn h„nelt„ siit„ asiasta huomenna.
I will ask him about it tomorrow.	Kysyn h„nelt„ siit„ huomenna.
I will ask him about it tomorrow.	Aion kysy„ h„nelt„ siit„ huomenna.
I will ask him about it tomorrow.	Aion kysy„ h„nelt„ siit„ asiasta huomenna.
I will do anything to please her.	Tulen tekem„„n mit„ tahansa miellytt„„kseni h„nt„.
I wish I could be as rich as you.	Toivon, ett„ voisin olla yht„ rikas kuin sin„.
I wish I had been there with you.	Toivon, ett„ olisin ollut siell„ kanssasi.
I wish I had been there with you.	Olisinpa ollut siell„ sinun kanssasi.
I wish I had known his name then.	Olisinpa tiennyt h„nen nimens„ silloin.
I wish you wouldn't go to Boston.	Toivon, ett„ et menisi Bostoniin.
I won't be able to come tomorrow.	En p„„se huomenna tulemaan.
I won't be able to come tomorrow.	En voi huomenna tulla.
I won't be able to sleep tonight.	En voi nukkua t„n„ y”n„.
I wonder if they'll get divorced.	Eroavatkohan he?
I wonder why Tom is so impatient.	Miksik”h„n Tomi on niin k„rsim„t”n.
I wonder why women don't go bald.	Miksik”h„n naiset eiv„t kaljuunnu.
I wondered the same thing myself.	Ihmettelin itsekin samaa.
I wondered the same thing myself.	M„kin ihmettelin samaa.
I work every day except Saturday.	Teen ty”t„ joka p„iv„ paitsi lauantaina.
I wouldn't do that if I were you.	Sinuna en tekisi niin.
I wouldn't mind a beer right now.	En panisi nyt pahakseni yht„ olutta.
I wouldn't want you to get fired.	En haluaisi sinun saavan potkuja.
I'd forgotten how much fun it is.	Olin unohtanut, miten hauskaa se on.
I'd like an 80-yen stamp, please.	Haluaisin 80 jenin postimerkin, kiitos.
I'd like an air-conditioned room.	Haluaisin huoneen, jossa on ilmastointi.
I'd like to have a glass of wine.	Haluaisin lasin viini„.
I'd like to have a word with Tom.	Haluaisin vaihtaa muutaman sanan Tomin kanssa.
I'd like to speak with Tom alone.	Haluaisin puhua Tomille kahdestaan.
I'd like you to make me some tea.	Haluaisin, ett„ keitt„isit minulle teet„.
I'd love to have dinner with you.	Minusta olisi ihanaa k„yd„ illallisella kanssasi.
I'd never heard that joke before.	Tuota vitsi„ en ole kuullut ennen.
I'd rather be a bird than a fish.	Olisin mieluummin lintu kuin kala.
I'd rather play tennis than swim.	Pelaisin mieluummin tennist„ kuin uisin.
I'd suggest the following change.	Ehdottaisin seuraavanlaista muutosta.
I'd suggest the following change.	Ehdotan seuraavaa muutosta.
I'll drop you off at the station.	J„t„n sinut pois kyydist„ asemalla.
I'll meet you at the usual place.	Tapaan sinut tavallisessa paikassa.
I'll meet you at the usual place.	Tavataan vakiopaikassa.
I'll not make that mistake again.	En tee en„„ toiste sit„ virhett„.
I'll pretend this never happened.	Min„ olen niin kuin t„t„ ei olisi koskaan tapahtunut.
I'll pretend this never happened.	Olen niin kuin t„t„ ei olisi ikin„ tapahtunutkaan.
I'll put in two cloves of garlic.	Laitan kaksi kyntt„ valkosipulia.
I'll take care of it immediately.	Hoidan sen heti.
I'm afraid I won't have the time.	Valitettavasti minulla ei ole aikaa.
I'm certain that he has finished.	Olen varma, ett„ h„n on valmis.
I'm cold. May I close the window?	Minulla on kylm„. Voinko sulkea ikkunan?
I'm fed up with your complaining.	Olen kyll„stynyt valitukseesi.
I'm getting off at the last stop.	J„„n pois viimeisell„ pys„kill„.
I'm getting used to this weather.	Alan tottua t„h„n s„„h„n.
I'm going to Australia next year.	Menen Australiaan ensi vuonna.
I'm going to a concert next week.	Olen menossa konserttiin ensi viikkona.
I'm going to do you a huge favor.	Teen sinulle valtavan palveluksen.
I'm grateful for all you've done.	Olen kiitollinen kaikesta, mink„ olet tehnyt.
I'm in better shape than you are.	Min„ olen paremmassa kunnossa kuin sin„.
I'm just trying to be consistent.	Yrit„n vain olla johdonmukainen.
I'm looking forward to Christmas.	Odotan joulua innolla.
I'm looking forward to Christmas.	Min„ odotan joulua innolla.
I'm not able to fix the computer.	En pysty korjaamaan tietokonetta.
I'm not accustomed to doing this.	En ole tottunut t„h„n.
I'm not afraid of snakes anymore.	En en„„ pelk„„ k„„rmeit„.
I'm not going anywhere on Monday.	Min„ en mene mihink„„n maanantaina.
I'm not going anywhere on Monday.	Min„ en ole menossa mihink„„n maanantaina.
I'm not going to make fun of Tom.	En tule tekem„„n pilaa Tomista.
I'm not going to make fun of Tom.	En aio pit„„ Tomia pilkkanani.
I'm not going to make it on time.	En tule valmistumaan ajoissa.
I'm not going to talk about that.	En aio puhua siit„.
I'm not going to talk about that.	En tule puhumaan siit„.
I'm not in love with Tom anymore.	En ole en„„ rakastunut Tomiin.
I'm not interested in modern art.	En ole kiinnostunut modernista taiteesta.
I'm not letting Tom near my kids.	En p„„st„ Tomia lasteni l„helle.
I'm not listening to you anymore.	En kuuntele sinua en„„.
I'm not opening the door for Tom.	En avaa ovea Tomille.
I'm not optimistic at this point.	En ole optimistinen t„ss„ kohtaa.
I'm not strong enough to do this.	En ole tarpeeksi vahva tekem„„n t„t„.
I'm not sure I trust you anymore.	En ole varma luotanko sinuun en„„.
I'm not sure that I can help you.	En ole varma ett„ voin auttaa sinua.
I'm not sure this is a good idea.	En ole varma ett„ t„m„ on hyv„ ajatus.
I'm not sure what I was thinking.	En ole varma siit„, mit„ ajattelin.
I'm not trying to prove anything.	En yrit„ todistaa mit„„n.
I'm not used to getting up early.	En ole tottunut her„„m„„n aamulla aikaisin.
I'm not working with Tom anymore.	En tee en„„ Tomin kanssa t”it„.
I'm only interested in the truth.	Olen kiinnostunut vain totuudesta.
I'm only trying to save you time.	Yrit„n vain s„„st„„ aikaasi.
I'm pretty sure I can find a job.	Olen aika varma ett„ voin l”yt„„ ty”t„.
I'm pretty sure I mentioned that.	Olen melko varma ett„ mainitsin sen.
I'm pretty sure Tom lied to Mary.	Olen melko varma siit„, ett„ Tomi valehteli Marille.
I'm pretty sure Tom lied to Mary.	M„ oon aika varma, et Tomi valehteli Marille.
I'm quitting my job as a teacher.	Olen lopettamassa ty”t„ni opettajana.
I'm really going to enjoy myself.	Nautin siit„ itse varmasti todella paljon.
I'm really looking forward to it.	Odotan todella sit„.
I'm really looking forward to it.	Odotan sit„ todella innolla.
I'm really sorry I told you that.	Olen todella pahoillani, kun kerroin sinulle sen.
I'm responsible for Tom's safety.	Olen vastuussa Tomin turvallisuudesta.
I'm severely allergic to peanuts.	Olen vakavasti allerginen maap„hkin”ille.
I'm sick and tired of hamburgers.	Olen lopen kyll„stynyt hampurilaisiin.
I'm so thrilled to be doing this.	Olen niin innostunut t„m„n tekemisest„.
I'm sorry, could you repeat that?	Anteeksi, voisitko toistaa tuon?
I'm sorry, did you say something?	Anteeksi, sanoitko jotakin?
I'm sorry, did you say something?	Anteeksi, sanoitko jotain?
I'm staying at a hotel in Boston.	Min„ asun hotellissa Bostonissa.
I'm still suffering from jet lag.	Aikaero rasittaa minua viel„.
I'm sure Tom is going to hate me.	Olen varma, ett„ Tomi tulee vihaamaan minua.
I'm sure Tom is going to hate me.	M„ oon varma, et Tomi tulee vihaamaan mua.
I'm sure you know what it's like.	Min„ olen varma, ett„ sin„ tied„t, millaista se on.
I'm sure you know what it's like.	Min„ olen varma, ett„ sin„ tied„t, mink„laista se on.
I'm sure you know what it's like.	Min„ olen varma, ett„ tied„t, mink„laista se on.
I'm sure you know what it's like.	Min„ olen varma, ett„ tied„t, millaista se on.
I'm sure you know what it's like.	Olen varma, ett„ sin„ tied„t, mink„laista se on.
I'm sure you know what it's like.	Olen varma, ett„ sin„ tied„t, millaista se on.
I'm sure you know what it's like.	Olen varma, ett„ tied„t, mink„laista se on.
I'm sure you know what it's like.	Olen varma, ett„ tied„t, millaista se on.
I'm the one who brought Tom here.	Min„ olen se, joka toi Tomin t„nne.
I'm three years younger than you.	Olen kolme vuotta nuorempi kuin sin„.
I'm too tired to keep on walking.	Olen liian v„synyt jatkaakseni k„velemist„.
I'm trying to get this door open.	Min„ yrit„n avata t„t„ ovea.
I'm trying to get this door open.	Yrit„n avata t„t„ ovea.
I'm trying to get this door open.	Min„ yrit„n saada t„t„ ovea auki.
I'm trying to get this door open.	Yrit„n saada t„t„ ovea auki.
I'm trying to get this door open.	Min„ koetan avata t„t„ ovea.
I'm trying to get this door open.	Koetan avata t„t„ ovea.
I'm trying to get this door open.	Min„ koetan saada t„t„ ovea auki.
I'm trying to get this door open.	Koetan saada t„t„ ovea auki.
I'm usually a very sound sleeper.	Nukun yleens„ todella sike„sti.
I'm very interested in astronomy.	Min„ olen hyvin kiinnostunut t„htitieteest„.
I'm very interested in astronomy.	Min„ olen eritt„in kiinnostunut t„htitieteest„.
I'm very interested in astronomy.	Min„ olen todella kiinnostunut t„htitieteest„.
I'm very interested in astronomy.	Min„ olen hyvin kiinnostunut astronomiasta.
I'm very interested in astronomy.	Min„ olen eritt„in kiinnostunut astronomiasta.
I'm very interested in astronomy.	Min„ olen todella kiinnostunut astronomiasta.
I'm very interested in astronomy.	Olen hyvin kiinnostunut astronomiasta.
I'm very interested in astronomy.	Olen eritt„in kiinnostunut astronomiasta.
I'm very interested in astronomy.	Olen todella kiinnostunut astronomiasta.
I'm very interested in astronomy.	Olen hyvin kiinnostunut t„htitieteest„.
I'm very interested in astronomy.	Olen eritt„in kiinnostunut t„htitieteest„.
I'm very interested in astronomy.	Olen todella kiinnostunut t„htitieteest„.
I've already given Tom a present.	Olen jo antanut Tomille lahjan.
I've already got a place to live.	Minulla on jo paikka asua.
I've been sitting here all night.	Olen istunut t„„ll„ koko y”n.
I've been waiting years for this.	Olen odottanut t„t„ vuosia.
I've been working here 13 months.	Olen ty”skennellyt t„„ll„ 13 kuukautta.
I've been working here 13 months.	Olen ollut t„„ll„ t”iss„ 13 kuukautta.
I've changed my website's layout.	Olen vaihtanut nettisivujeni leiskaa.
I've changed my website's layout.	Olen muuttanut verkkosivujeni layoutia.
I've changed my website's layout.	Olen vaihtanut kotisivujeni ulkoasua.
I've forgotten Tom's wife's name.	Unohdin Tomin vaimon nimen.
I've got more money than Tom has.	Minulla on enemm„n rahaa kuin Tomilla.
I've got reservations for dinner.	Minulla on p”yt„varaus illalliselle.
I've got to be somewhere at 2:30.	Minun t„ytyy olla yhdess„ paikassa puoli kolmelta.
I've got to go to the men's room.	Minun t„ytyy k„yd„ miestenhuoneessa.
I've got to shave before leaving.	Minun pit„„ ajaa partani ennen l„ht”„.
I've had it with this stupid job.	Olen saanut tarpeekseni t„st„ typer„st„ ty”st„.
I've had the same problem myself.	Minulla on ollut sama ongelma itsell„ni.
I've heard quite a lot about you.	Olen kuullut sinusta kaikenlaista.
I've heard quite a lot about you.	Olen kuullut sinusta aika monenlaista juttua.
I've just started playing tennis.	Olen juuri aloittanut tenniksen pelaamisen.
I've never been on a ship before.	En ole koskaan aikaisemmin ollut laivassa.
I've seen this movie three times.	Olen n„hnyt t„m„n elokuvan kolme kertaa.
I've seen this movie three times.	Olen n„hnyt t„m„n elokuvan kolmesti.
If it doesn't rain, let's go out.	Menn„„n ulos, jos ei sada.
If it isn't broken, don't fix it.	Jos se ei ole rikki, „l„ korjaa sit„.
If only I'd been a little taller!	Olisinpa vaan ollut v„h„n pidempi!
